artist_id,artist_name,year,positive,negative,neutral
AR020PM1187FB3F357,Stephan Eicher,1987,0.0,1.0,235.0
AR020PM1187FB3F357,Stephan Eicher,1989,11.0,13.0,360.0
AR020PM1187FB3F357,Stephan Eicher,1999,1.0,9.0,130.0
AR020PM1187FB3F357,Stephan Eicher,2004,0.0,3.0,136.0
AR026BB1187B994DC3,Ijahman Levi,1978,6.0,1.0,174.0
AR026BB1187B994DC3,Ijahman Levi,1982,55.0,12.0,907.0
AR026BB1187B994DC3,Ijahman Levi,1990,7.0,3.0,208.0
AR026PU1187FB43FD9,The Vapors,1979,11.0,11.0,263.0
AR026PU1187FB43FD9,The Vapors,1980,67.0,50.0,1677.0
AR026PU1187FB43FD9,The Vapors,2000,28.0,2.0,210.0
AR026PU1187FB43FD9,The Vapors,2001,77.0,54.0,1675.0
AR028WW1187FB3C9B4,Tiffany Evans,2008,49.0,55.0,1402.0
AR02CY11187B99E7E8,Wa Wa Nee,1986,52.0,9.0,586.0
AR02CY11187B99E7E8,Wa Wa Nee,1989,2.0,9.0,108.0
AR02IU11187FB513F2,Tito Puente,1958,0.0,0.0,67.0
AR02IU11187FB513F2,Tito Puente,1962,0.0,0.0,28.0
AR02IU11187FB513F2,Tito Puente,1991,0.0,0.0,67.0
AR02LLE1187B98CDE3,City,1987,0.0,7.0,141.0
AR02LLE1187B98CDE3,City,1992,1.0,2.0,76.0
AR02LMQ1187B992AC9,The Classic Crime,2006,117.0,136.0,2538.0
AR02LMQ1187B992AC9,The Classic Crime,2007,70.0,52.0,1308.0
AR02LMQ1187B992AC9,The Classic Crime,2008,121.0,129.0,3180.0
AR02LMQ1187B992AC9,The Classic Crime,2010,93.0,71.0,1685.0
AR02MJ91187B9B3D80,White Rose Movement,2006,91.0,90.0,1893.0
AR02S0A1187B98C867,The Bobbettes,2000,11.0,11.0,271.0
AR02T3I1187FB4D0E5,Aberfeldy,2004,121.0,53.0,2281.0
AR02T3I1187FB4D0E5,Aberfeldy,2005,6.0,1.0,107.0
AR02T3I1187FB4D0E5,Aberfeldy,2006,80.0,68.0,1739.0
AR02WQR1187B997F8A,Laura Lee,1967,7.0,5.0,186.0
AR02WQR1187B997F8A,Laura Lee,1972,10.0,3.0,100.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,1992,16.0,50.0,922.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,1993,8.0,42.0,635.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,1996,9.0,52.0,1111.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,1998,9.0,71.0,1343.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,2000,9.0,28.0,430.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,2002,2.0,38.0,748.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,2004,35.0,114.0,2922.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,2005,7.0,49.0,1595.0
AR02YGA1187B9B8AC4,Bersuit Vergarabat,2007,9.0,46.0,1312.0
AR02YSG1187FB382EA,Beth Carvalho,1995,0.0,0.0,2.0
AR02YSG1187FB382EA,Beth Carvalho,2002,0.0,0.0,75.0
AR035N21187FB3938E,BT,1997,17.0,6.0,224.0
AR035N21187FB3938E,BT,1999,37.0,42.0,248.0
AR035N21187FB3938E,BT,2000,15.0,2.0,105.0
AR035N21187FB3938E,BT,2010,209.0,67.0,2253.0
AR03BDP1187FB5B324,Britney Spears,1998,20.0,47.0,683.0
AR03BDP1187FB5B324,Britney Spears,1999,191.0,51.0,3342.0
AR03BDP1187FB5B324,Britney Spears,2000,250.0,116.0,3520.0
AR03BDP1187FB5B324,Britney Spears,2001,146.0,56.0,3888.0
AR03BDP1187FB5B324,Britney Spears,2002,3.0,6.0,167.0
AR03BDP1187FB5B324,Britney Spears,2003,81.0,41.0,1860.0
AR03BDP1187FB5B324,Britney Spears,2004,120.0,25.0,1291.0
AR03BDP1187FB5B324,Britney Spears,2005,46.0,4.0,428.0
AR03BDP1187FB5B324,Britney Spears,2007,190.0,63.0,3078.0
AR03BDP1187FB5B324,Britney Spears,2008,166.0,112.0,2955.0
AR03BDP1187FB5B324,Britney Spears,2009,14.0,3.0,292.0
AR03BDP1187FB5B324,Britney Spears feat. Pharrell Williams,2001,11.0,6.0,354.0
AR03BDP1187FB5B324,Britney Spears featuring Ying Yang Twins,2003,35.0,23.0,472.0
AR03D6O1187B9B0108,Boy Omega,2005,4.0,1.0,94.0
AR03GWG1187B9B6C85,Sylver,2002,30.0,3.0,200.0
AR03GWG1187B9B6C85,Sylver,2004,128.0,92.0,2478.0
AR03GWG1187B9B6C85,Sylver,2009,25.0,0.0,170.0
AR03K5W1187B99099A,Eisblut,2005,2.0,32.0,407.0
AR03MRK1187FB3A8E0,The Devotions,1990,11.0,2.0,181.0
AR03NAV1187B9920EF,The Murmurs,1997,6.0,9.0,136.0
AR03VRD1187B989233,London Boys,1988,20.0,2.0,247.0
AR03VRD1187B989233,London Boys,1989,31.0,2.0,300.0
AR03Z7E1187FB44816,Terry Hall,1987,22.0,13.0,165.0
AR040JZ1187FB399A9,Sparks,1971,12.0,9.0,441.0
AR040JZ1187FB399A9,Sparks,1972,37.0,23.0,929.0
AR040JZ1187FB399A9,Sparks,1974,101.0,84.0,1625.0
AR040JZ1187FB399A9,Sparks,1975,15.0,5.0,443.0
AR040JZ1187FB399A9,Sparks,1976,57.0,33.0,604.0
AR040JZ1187FB399A9,Sparks,1979,11.0,15.0,886.0
AR040JZ1187FB399A9,Sparks,1980,53.0,8.0,866.0
AR040JZ1187FB399A9,Sparks,1981,17.0,14.0,884.0
AR040JZ1187FB399A9,Sparks,1982,133.0,37.0,1551.0
AR040JZ1187FB399A9,Sparks,1983,46.0,9.0,427.0
AR040JZ1187FB399A9,Sparks,1984,59.0,46.0,924.0
AR040JZ1187FB399A9,Sparks,1988,60.0,23.0,1069.0
AR040JZ1187FB399A9,Sparks,1994,10.0,2.0,292.0
AR040JZ1187FB399A9,Sparks,2000,26.0,35.0,885.0
AR040JZ1187FB399A9,Sparks,2003,5.0,0.0,235.0
AR040JZ1187FB399A9,Sparks,2006,30.0,79.0,601.0
AR040QX1187FB4CFE1,Alexisonfire,2002,25.0,16.0,325.0
AR040QX1187FB4CFE1,Alexisonfire,2005,143.0,163.0,2791.0
AR040RJ1187FB4D2AB,Azure Ray,2002,41.0,40.0,1109.0
AR040RJ1187FB4D2AB,Azure Ray,2003,56.0,31.0,1155.0
AR040RJ1187FB4D2AB,Azure Ray,2004,2.0,7.0,122.0
AR045KI1187FB56E7B,Propellerheads,1996,12.0,0.0,66.0
AR045KI1187FB56E7B,Propellerheads,1997,33.0,7.0,779.0
AR045KI1187FB56E7B,Propellerheads,1998,17.0,0.0,209.0
AR048JZ1187B9AEB85,Yellowcard,2001,3.0,3.0,258.0
AR048JZ1187B9AEB85,Yellowcard,2003,203.0,90.0,3630.0
AR048JZ1187B9AEB85,Yellowcard,2006,89.0,102.0,2759.0
AR048JZ1187B9AEB85,Yellowcard,2007,130.0,73.0,3187.0
AR048JZ1187B9AEB85,Yellowcard,2008,13.0,21.0,1011.0
AR049S81187B9AE8A5,Human League,2001,102.0,138.0,1614.0
AR049S81187B9AE8A5,The Human League,1979,84.0,78.0,1773.0
AR049S81187B9AE8A5,The Human League,1980,50.0,24.0,1087.0
AR049S81187B9AE8A5,The Human League,1981,111.0,29.0,1033.0
AR049S81187B9AE8A5,The Human League,1982,14.0,6.0,310.0
AR049S81187B9AE8A5,The Human League,1983,13.0,2.0,157.0
AR049S81187B9AE8A5,The Human League,1984,68.0,60.0,966.0
AR049S81187B9AE8A5,The Human League,1986,122.0,35.0,1720.0
AR049S81187B9AE8A5,The Human League,1990,72.0,33.0,1118.0
AR049S81187B9AE8A5,The Human League,1995,1.0,0.0,269.0
AR049S81187B9AE8A5,The Human League,2001,31.0,4.0,395.0
AR049S81187B9AE8A5,The Human League,2003,32.0,22.0,617.0
AR04F2Z1187B991889,Jakobinarina,2006,46.0,8.0,272.0
AR04F2Z1187B991889,Jakobinarina,2007,35.0,45.0,1061.0
AR04HVF1187FB39482,Demiricous,2004,9.0,10.0,114.0
AR04HVF1187FB39482,Demiricous,2006,27.0,92.0,668.0
AR04HVF1187FB39482,Demiricous,2007,28.0,76.0,649.0
AR04KTB1187B99B6B7,The Disposable Heroes Of Hiphoprisy,1992,107.0,152.0,3209.0
AR04KY61187FB44E3A,Fidel Nadal,2001,0.0,4.0,156.0
AR04KY61187FB44E3A,Fidel Nadal,2007,0.0,6.0,257.0
AR04KY61187FB44E3A,Fidel Nadal,2009,0.0,7.0,157.0
AR04LAC1187FB3E44F,2 Vibez,2008,8.0,1.0,168.0
AR04NH21187FB4485B,Demise Of Eros,2006,8.0,5.0,122.0
AR04PRW1187FB4D60D,The Bens,2003,22.0,5.0,283.0
AR04YSL1187B9A2D63,Patience & Prudence,1990,4.0,0.0,103.0
AR04ZDS1187B98C504,Stuck In The Sound,2006,103.0,53.0,1328.0
AR04ZDS1187B98C504,Stuck In The Sound,2009,50.0,65.0,727.0
AR050VJ1187B9B13A7,Dead Kennedys,1980,112.0,238.0,2273.0
AR050VJ1187B9B13A7,Dead Kennedys,1981,49.0,91.0,982.0
AR050VJ1187B9B13A7,Dead Kennedys,1982,166.0,121.0,2843.0
AR050VJ1187B9B13A7,Dead Kennedys,1983,11.0,8.0,246.0
AR050VJ1187B9B13A7,Dead Kennedys,1984,36.0,38.0,904.0
AR050VJ1187B9B13A7,Dead Kennedys,1986,174.0,184.0,3793.0
AR050VJ1187B9B13A7,Dead Kennedys,1987,68.0,61.0,1133.0
AR050VJ1187B9B13A7,Dead Kennedys,2001,22.0,19.0,305.0
AR050VJ1187B9B13A7,Dead Kennedys,2007,21.0,10.0,460.0
AR050ZM1187B9B07B5,iLiKETRAiNS,2005,20.0,4.0,465.0
AR050ZM1187B9B07B5,iLiKETRAiNS,2006,21.0,18.0,296.0
AR050ZM1187B9B07B5,iLiKETRAiNS,2007,57.0,51.0,1252.0
AR051VM1187B9B7F27,Chicken Shack,1969,6.0,3.0,126.0
AR052WY1187FB55B1C,We The Kings,2007,76.0,109.0,2544.0
AR052WY1187FB55B1C,We The Kings,2009,83.0,65.0,2431.0
AR052WY1187FB55B1C,We The Kings featuring Demi Lovato,2009,18.0,0.0,184.0
AR059HI1187B9A14D7,Roy Drusky,1961,1.0,2.0,81.0
AR059HI1187B9A14D7,Roy Drusky,1989,13.0,5.0,152.0
AR059HI1187B9A14D7,Roy Drusky,1991,6.0,2.0,223.0
AR059VT1187FB40FCD,Kylesa,2005,5.0,19.0,228.0
AR059VT1187FB40FCD,Kylesa,2006,12.0,26.0,376.0
AR05AMO1187FB58D71,WES,1996,0.0,0.0,336.0
AR05DT71187FB4FA2C,Eros Ramazzotti & Anastacia,2006,11.0,7.0,199.0
AR05FAY1187FB3E8B3,Lea Salonga,1993,12.0,5.0,197.0
AR05FAY1187FB3E8B3,Lea Salonga,2007,91.0,8.0,977.0
AR05G2V1187FB38994,Burden Of A Day,2008,87.0,76.0,1719.0
AR05G2V1187FB38994,Burden Of A Day,2009,99.0,40.0,1668.0
AR05IU31187B9B9A1A,Alex Ubago,2003,3.0,3.0,63.0
AR05IU31187B9B9A1A,Alex Ubago,2004,4.0,36.0,793.0
AR05IU31187B9B9A1A,Alex Ubago,2006,0.0,19.0,382.0
AR05IU31187B9B9A1A,Alex Ubago,2009,9.0,7.0,98.0
AR05KAM1187B9B6F55,Cal Smith,1990,9.0,5.0,153.0
AR05KAM1187B9B6F55,Cal Smith,1992,10.0,5.0,239.0
AR05KQA1187B9963B3,D'Molls,2007,3.0,2.0,133.0
AR05NQH1187B98E875,Kassav,2006,0.0,10.0,182.0
AR05NQH1187B98E875,Kassav',1987,0.0,0.0,53.0
AR05NQH1187B98E875,Kassav',1989,0.0,1.0,193.0
AR05NQH1187B98E875,Kassav',1992,0.0,1.0,81.0
AR05NQH1187B98E875,Kassav',2004,9.0,2.0,155.0
AR05OG01187B9B8A98,Todd Rundgren,1971,49.0,49.0,1773.0
AR05OG01187B9B8A98,Todd Rundgren,1972,70.0,35.0,1046.0
AR05OG01187B9B8A98,Todd Rundgren,1973,28.0,4.0,332.0
AR05OG01187B9B8A98,Todd Rundgren,1974,31.0,21.0,792.0
AR05OG01187B9B8A98,Todd Rundgren,1975,27.0,26.0,693.0
AR05OG01187B9B8A98,Todd Rundgren,1976,22.0,12.0,420.0
AR05OG01187B9B8A98,Todd Rundgren,1978,10.0,20.0,673.0
AR05OG01187B9B8A98,Todd Rundgren,1981,33.0,48.0,915.0
AR05OG01187B9B8A98,Todd Rundgren,1982,4.0,11.0,205.0
AR05OG01187B9B8A98,Todd Rundgren,1985,41.0,40.0,933.0
AR05OG01187B9B8A98,Todd Rundgren,1989,44.0,25.0,1013.0
AR05OG01187B9B8A98,Todd Rundgren,1991,112.0,50.0,1124.0
AR05OG01187B9B8A98,Todd Rundgren,1993,11.0,3.0,140.0
AR05OG01187B9B8A98,Todd Rundgren,1997,62.0,22.0,780.0
AR05OG01187B9B8A98,Todd Rundgren,2008,17.0,9.0,344.0
AR05OJD1187B9B99A6,Ol' Dirty Bastard,1995,48.0,62.0,1099.0
AR05OJD1187B9B99A6,Ol' Dirty Bastard,2002,16.0,22.0,396.0
AR05OJD1187B9B99A6,Ol' Dirty Bastard,2005,43.0,19.0,390.0
AR05OJD1187B9B99A6,Ol' Dirty Bastard,2009,22.0,25.0,466.0
AR05OJD1187B9B99A6,Ol' Dirty Bastard/Method Man,2001,7.0,9.0,187.0
AR05QTW1187B9913F9,Chuck Willis,1979,12.0,0.0,91.0
AR05QTW1187B9913F9,Chuck Willis,1989,4.0,23.0,175.0
AR05QTW1187B9913F9,Chuck Willis,1994,3.0,1.0,138.0
AR05YYS1187FB38AC2,Leila Pinheiro,1993,14.0,11.0,395.0
AR05YYS1187FB38AC2,Leila Pinheiro,2001,0.0,0.0,45.0
AR05YYS1187FB38AC2,Leila Pinheiro,2003,0.0,2.0,172.0
AR05YYS1187FB38AC2,Leila Pinheiro,2005,4.0,3.0,235.0
AR0602H1187B9916B4,Marc Bolan,1968,3.0,0.0,37.0
AR0602H1187B9916B4,Marc Bolan,1993,2.0,3.0,102.0
AR0602H1187B9916B4,Tyrannosaurus Rex,1996,1.0,0.0,57.0
AR061BH1187B98DF74,Guttermouth,1992,4.0,1.0,72.0
AR061BH1187B98DF74,Guttermouth,1994,16.0,18.0,248.0
AR061BH1187B98DF74,Guttermouth,1996,9.0,9.0,204.0
AR061BH1187B98DF74,Guttermouth,1997,27.0,20.0,294.0
AR061BH1187B98DF74,Guttermouth,2000,29.0,10.0,438.0
AR061BH1187B98DF74,Guttermouth,2001,71.0,85.0,1198.0
AR061BH1187B98DF74,Guttermouth,2002,121.0,114.0,2242.0
AR061BH1187B98DF74,Guttermouth,2004,60.0,75.0,1552.0
AR061BH1187B98DF74,Guttermouth,2006,12.0,17.0,287.0
AR061J011A348F060F,Ximena Sarinana,2008,14.0,64.0,1339.0
AR064Q51187B99339B,Slime,1994,0.0,12.0,143.0
AR065TW1187FB4C3A5,Tricky,1994,12.0,54.0,861.0
AR065TW1187FB4C3A5,Tricky,1995,99.0,121.0,2328.0
AR065TW1187FB4C3A5,Tricky,1996,106.0,126.0,1975.0
AR065TW1187FB4C3A5,Tricky,1998,95.0,104.0,1945.0
AR065TW1187FB4C3A5,Tricky,1999,97.0,43.0,996.0
AR065TW1187FB4C3A5,Tricky,2000,65.0,99.0,1793.0
AR065TW1187FB4C3A5,Tricky,2001,93.0,130.0,1735.0
AR065TW1187FB4C3A5,Tricky,2003,100.0,115.0,2175.0
AR065TW1187FB4C3A5,Tricky,2008,29.0,24.0,711.0
AR065TW1187FB4C3A5,Tricky,2009,7.0,20.0,406.0
AR0687M1187FB5604E,Final Fantasy,2005,68.0,52.0,1243.0
AR0687M1187FB5604E,Final Fantasy,2006,38.0,69.0,1425.0
AR0693R1187FB59D32,Dusminguet,1998,1.0,3.0,177.0
AR06A4I1187B98C660,Rotersand,2007,40.0,41.0,584.0
AR06A4I1187B98C660,Rotersand,2008,3.0,2.0,78.0
AR06B5X1187B9AF748,Circus Maximus,2005,59.0,70.0,2179.0
AR06B5X1187B9AF748,Circus Maximus,2007,36.0,47.0,1286.0
AR06B631187FB41C2C,Dina Carroll,1992,62.0,26.0,529.0
AR06B631187FB41C2C,Dina Carroll,1993,120.0,65.0,2416.0
AR06B631187FB41C2C,Dina Carroll,1994,16.0,1.0,174.0
AR06B631187FB41C2C,Dina Carroll,1996,57.0,34.0,694.0
AR06B631187FB41C2C,Dina Carroll,1999,19.0,10.0,253.0
AR06B631187FB41C2C,Dina Carroll,2001,64.0,20.0,1013.0
AR06B631187FB41C2C,Dina Carroll,2004,39.0,25.0,655.0
AR06EB01187FB40150,NOFX,1984,4.0,16.0,160.0
AR06EB01187FB40150,NOFX,1986,2.0,4.0,44.0
AR06EB01187FB40150,NOFX,1988,22.0,47.0,577.0
AR06EB01187FB40150,NOFX,1989,16.0,26.0,519.0
AR06EB01187FB40150,NOFX,1991,30.0,20.0,495.0
AR06EB01187FB40150,NOFX,1992,90.0,44.0,1942.0
AR06EB01187FB40150,NOFX,1994,42.0,33.0,853.0
AR06EB01187FB40150,NOFX,1996,105.0,51.0,1462.0
AR06EB01187FB40150,NOFX,1997,56.0,53.0,1233.0
AR06EB01187FB40150,NOFX,1998,9.0,9.0,143.0
AR06EB01187FB40150,NOFX,1999,53.0,70.0,688.0
AR06EB01187FB40150,NOFX,2000,38.0,63.0,1120.0
AR06EB01187FB40150,NOFX,2001,7.0,3.0,176.0
AR06EB01187FB40150,NOFX,2003,40.0,28.0,623.0
AR06EB01187FB40150,NOFX,2005,36.0,56.0,534.0
AR06EB01187FB40150,NOFX,2006,38.0,49.0,918.0
AR06EB01187FB40150,NOFX,2007,0.0,37.0,139.0
AR06EB01187FB40150,NOFX,2009,26.0,11.0,319.0
AR06EHB1187FB42914,Chico César,2002,0.0,0.0,61.0
AR06IFV1187B9977EC,MU330,1994,44.0,8.0,114.0
AR06IFV1187B9977EC,MU330,1995,25.0,2.0,145.0
AR06IFV1187B9977EC,MU330,1997,117.0,111.0,2244.0
AR06IFV1187B9977EC,MU330,1999,32.0,28.0,872.0
AR06IFV1187B9977EC,MU330,2002,69.0,59.0,1217.0
AR06M3F1187FB38BED,Mississippi Fred McDowell,1964,60.0,90.0,1273.0
AR06M3F1187FB38BED,Mississippi Fred McDowell,1966,19.0,9.0,285.0
AR06M3F1187FB38BED,Mississippi Fred McDowell,1969,5.0,4.0,103.0
AR06M3F1187FB38BED,Mississippi Fred McDowell,1970,8.0,4.0,160.0
AR06M3F1187FB38BED,Mississippi Fred McDowell,1995,4.0,18.0,211.0
AR06M3F1187FB38BED,Mississippi Fred McDowell,1999,1.0,2.0,108.0
AR06M3F1187FB38BED,Mississippi Fred McDowell,2005,8.0,4.0,250.0
AR06NFT1187B9B2902,The Ike Reilly Assassination,2004,145.0,56.0,1654.0
AR06NFT1187B9B2902,The Ike Reilly Assassination,2005,116.0,109.0,2454.0
AR06NFT1187B9B2902,The Ike Reilly Assassination,2007,117.0,62.0,2036.0
AR06RZX1187B9B9864,Zélia Duncan,1994,10.0,12.0,499.0
AR06RZX1187B9B9864,Zélia Duncan,1996,0.0,2.0,65.0
AR06RZX1187B9B9864,Zélia Duncan,1998,0.0,0.0,78.0
AR06RZX1187B9B9864,Zélia Duncan,2001,2.0,9.0,773.0
AR06RZX1187B9B9864,Zélia Duncan,2002,4.0,6.0,298.0
AR06RZX1187B9B9864,Zélia Duncan,2004,5.0,10.0,551.0
AR06RZX1187B9B9864,Zélia Duncan,2005,6.0,1.0,573.0
AR06RZX1187B9B9864,Zélia Duncan / Frejat,2005,0.0,0.0,97.0
AR06USW1187FB4EACA,The Lord Weird Slough Feg,1999,30.0,58.0,942.0
AR06USW1187FB4EACA,The Lord Weird Slough Feg,2000,28.0,58.0,1174.0
AR06USW1187FB4EACA,The Lord Weird Slough Feg,2003,18.0,31.0,965.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,1985,0.0,0.0,15.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,1986,5.0,4.0,99.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,1987,40.0,8.0,477.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,1988,8.0,3.0,134.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,1997,15.0,3.0,231.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,2000,28.0,13.0,518.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,2001,7.0,1.0,107.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,2002,29.0,15.0,776.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,2005,12.0,15.0,350.0
AR06VF41187B9B2BCB,Half Man Half Biscuit,2008,4.0,14.0,508.0
AR06W2H1187FB5BA09,Neal McCoy,1992,53.0,9.0,478.0
AR06W2H1187FB5BA09,Neal McCoy,1994,42.0,18.0,517.0
AR06W2H1187FB5BA09,Neal McCoy,1997,26.0,3.0,208.0
AR06XSY1187B9B279E,Little River Band,1978,4.0,4.0,198.0
AR06XSY1187B9B279E,Little River Band,1982,7.0,1.0,281.0
AR06XSY1187B9B279E,Little River Band,1995,5.0,4.0,128.0
AR06XSY1187B9B279E,Little River Band,2002,128.0,67.0,2516.0
AR06ZYM1187B992A34,Lowgold,2001,1.0,2.0,115.0
AR06ZYM1187B992A34,Lowgold,2003,35.0,25.0,578.0
AR0709B1187B9A8E99,Amp Fiddler,2007,28.0,15.0,494.0
AR0737R1187B99F0E2,Julee Cruise,1989,20.0,3.0,383.0
AR0737R1187B99F0E2,Julee Cruise,1993,58.0,18.0,845.0
AR074XP1187B9985C5,Hagalaz Runedance,2002,24.0,34.0,807.0
AR074XP1187B9985C5,Hagalaz' Runedance,1996,6.0,5.0,112.0
AR074XP1187B9985C5,Hagalaz' Runedance,1998,35.0,38.0,946.0
AR074XP1187B9985C5,Hagalaz' Runedance,1999,9.0,3.0,100.0
AR074XP1187B9985C5,Hagalaz' Runedance,2000,44.0,35.0,893.0
AR0757Q119B3403C71,Your Hero,2008,36.0,54.0,1367.0
AR07CRG1187FB594FA,Seventh Star,2003,55.0,51.0,1217.0
AR07CRG1187FB594FA,Seventh Star,2005,65.0,117.0,1525.0
